repo,id,text,repo_level,symptom_cate,entity_layer,root_cause,root_cause_sub
secondlife/viewer,4038,"[#4037] Fix world map Find button potentially removing results undesirably | https://github.com/secondlife/viewer/issues/4037Fixes the above issue by ensuring the World Map Find button only triggers the callback on mouse down and not mouse up, resulting in it only sending 1 request, disallowing it to update the search query before the user lets go of mouse down and it sending a 2nd request with a now-changed search query on mouse-up.Video showing fix-https://github.com/user-attachments/assets/59",C5,IC,L3,ICFM,Pipeline Misordering
secondlife/viewer,4047,"Viewer URI links for parcels: ""Show on Map"" command does nothing | * Enter an ""about"" URI for a parcel into local chat via paste/script/whatever: e.g. secondlife:///app/parcel/c6bb43c1-86d6-cbe2-7483-03a99f8b3862/about* Right-click/control-click on the displayed link to see available optionsRESULT: Menu appears with commands Show Parcel Information / Show on Map / Copy SLurl to Clipboard* Choose ""Show on Map""RESULT: Nothing happensEXPECT: World Map should open with a beacon to the parcel's locat",C5,IC,L3,ICFM,Scope Mismatch
secondlife/viewer,4053,"#4046 Fix hud vs inworld text color mismatch | This reverts commit e2cf375179b807b847414206bf79617e4e9889ae. Commit e9889ae originaly was meant to fix color mimatch between text and face, but looks like it is no longer needed and instead adds mismatch between inworld and hud.",C5,AF,L3,ICFM,Scope Mismatch
secondlife/viewer,4092,#4091 fix speaker icon is showing all users speaking when anyone is talking | ,C5,AF,L3,ICFM,Scope Mismatch
secondlife/viewer,4132,"Name mentions are sometimes not highlighted or partially highlighted. | ### EnvironmentSecond Life Release 7.1.14.15168982799 (64bit)Release NotesYou are at 65.4, 39.7, 38.6 in Danger! Danger! located at simhost-0dce51b07a43a7deb.agniSLURL: http://maps.secondlife.com/secondlife/Danger%21%20Danger%21/65/40/39(global coordinates 261,185.0, 249,640.0, 38.6)Second Life Server 2025-04-24.14648572313Release NotesCPU: AMD Ryzen 9 5980HX with Radeon Graphics         (3293.72 MHz)Memory: 15775 MBOS Versi",C5,AF,L3,ICFM,Unbounded Loop
secondlife/viewer,4186,[#4185] Fix sky ambient color not blending during day cycle | https://github.com/secondlife/viewer/issues/4185Fixes the above issue by adding the missing lerping of ambient colour during blending.Video of now working blending-https://github.com/user-attachments/assets/e5c0159a-441d-4f64-adb1-5c12e5363147,C5,RA,L4,ICFM,Scope Mismatch
secondlife/viewer,4337,"Setting Full Screen debug setting on MacOS results in black screen on relaunch | ### EnvironmentSecond Life Project Gltf Mesh Import 7.1.14.15976006598### DescriptionIt is pointless to enable Full Screen on macOS as the maximize button already achieves this.Regardless, enabling this setting and relaunching the viewer gives a black screen with no UI displayed.Found during testing of https://github.com/secondlife/viewer/issues/3317. Previous viewer builds without this recent fullscreen fix also re",C5,RS,L5,ICFM,Pipeline Misordering
secondlife/viewer,4353,"Statistics frametime jitter standard deviation overlaps value on default floater size | ### EnvironmentSecond Life Project Gltf Mesh Import 7.1.14.15976006598 (64bit)### DescriptionThe default size of the Statistics floater shows the ""frametime jitter standard deviation"" text overlapping with its corresponding value.<img width=""262"" height=""394"" alt=""Image"" src=""https://github.com/user-attachments/assets/c0d9bcbc-3929-40d5-a649-5450daa57e26"" />### Reproduction stepsOpen the Statistics floater (C",C5,AF,L3,UPF,
secondlife/viewer,4366,"[#4365] Fix emoji hitboxes in the emoji history list | ## DescriptionThis PR makes a change to the emoji history at the bottom of the IM floater by ensuring they are always left aligned which fixes their hitboxes when mousing over and clicking them. This is done by ensuring their render rectangle has a left value of 0, and the right value gets offset by how much the left got offset by.<Details><Summary>Video showing new behaviour-</Summary>https://github.com/user-attachments/assets/cbfe6474-0664",C5,SD,L3,RLM,Improper Operation
secondlife/viewer,4386,"#4216 Pressing cancel on picker reverts an override |  Pressing cancel on picker reverts an override even when it shouldn't revert material overridequeueApply() was resulting in a response override message first, then in a message that resets overrides. Two responses from a single call. I don't see any issues with the request itself. Viewer can live with queueModify so for now switched to using that. Issue does not appear to happen if we are changing asset id.",C5,IC,L3,ICFM,Pipeline Misordering
secondlife/viewer,4391,#4370 Fix change in crouch behaviour | A motion wasn't reset and requires an extra 'push' from viewer.,C5,IC,L1,ICFM,Pipeline Misordering
secondlife/viewer,4424,Windows Dark Theme Setting Not Being Respected | <details><summary>Environment</summary>Second Life Test 7.1.14.16455195869 (64bit)Release NotesCPU: Intel(R) Core(TM) i7-8700K CPU @ 3.70GHz (3696 MHz)Memory: 32699 MBOS Version: Microsoft Windows 11 64-bit (Build 22631.5699)Graphics Card Vendor: NVIDIA CorporationGraphics Card: GeForce GTX 770/PCIe/SSE2Windows Graphics Driver Version: 27.21.14.5671OpenGL Version: 4.6.0 NVIDIA 456.71Window size: 2263x1391Font Size Adjustment: 96ptUI Scaling: 1Draw,C5,AF,L3,ICFM,Pipeline Misordering
secondlife/viewer,4460,the debug text for MediaFirstClickInteract cannot be scrolled | ### Environment7.2.0.16576386064 (2025.05 GLTF mesh import build)### Descriptionthe debug text for MediaFirstClickInteract cannot be scrolled### Reproduction steps1. Open Debug settings and look for MediaFirstClickInteract 2. Attempt to scroll the text field the describes this debug setting.Observed: It does not scroll.This is not a new bug. There are others like ToastButtonWidth that do not scroll.Expected: The description field sh,C5,IC,L3,UPF,
secondlife/viewer,4472,"Camera Constraints Bug (below -0 metre altitude) | In Viewer 7, the camera can no longer move below 0 meter altitude even when Camera Constraints are explicitly disabled in the viewer settings. This regression from Viewer 6 behavior prevents users from retrieving lost objects that have fallen beneath the terrain surface, a common occurrence due to physics glitches or scripting errors.Solution: Allow the camera to move below 0m when Camera Constraints are disabled.<img width=""194"" height=""283"" al",C5,IC,L5,ICFM,Scope Mismatch
secondlife/viewer,4474,"Zoom in to Object From Chat | ### Test planTest the Zoom In option when right-clicking an object's name in Chat in the following scenarios:1. Test with nearby objects that chat / whisper / shout / IM (llSay, llWhisper, llShout, llInstantMessage). Verify the camera zooms in.2. Test with objects on an adjacent region that chat / whisper / shout / IM. Verify the camera zooms in.3. Teleport to a distant region then click Zoom In. Verify the camera zooms way over to that object on the distant region.",C5,IC,L5,UPF,
secondlife/viewer,4587,"Shaders sometimes do not match the shader settings after Display settings are automatically adjusted. | ### EnvironmentSecond Life Release 7.2.0.16729091892 (64bit)<details><summary>Full Environment</summary>Second Life Release 7.2.0.16729091892 (64bit)Release NotesYou are at 204.9, 78.2, 54.6 in Bug Island 2 located at simhost-0b783bbd88a0f0f28.agniSLURL: http://maps.secondlife.com/secondlife/Bug%20Island%202/205/78/55(global coordinates 260,557.0, 249,422.0, 54.6)Second Life Server 2025-07-25.",C5,RA,L4,RLM,Improper Initialization
secondlife/viewer,4623,"Shared Media on HUDs not loading in latest Official viewer, works in Firestorm and Alchemy | Using the official viewer1) Verify that Media and Autoplay media attached to your HUD are both checked in Preferences>Sound and Media.2) Rez a regular plywood prim.3) Using the editor, set the media for face 4 to an external website (e.g. https://www.bbc.co.uk/news)4) Without touching or otherwise interacting with the prim, focus your camera on face 4.  After a few seconds the plywood texture should be r",C5,IC,L3,ICFM,Pipeline Misordering
secondlife/viewer,4647,p#428 'multiple textures' sometimes not present | 'Multiple textures selected' label sometimes not present when opening picker for the first time.Commit callback from inventory was dropping 'dirty' and 'tentative'.,C5,AF,L3,IAC,
secondlife/viewer,4675,"Voice indicators should remain visible in conversation window after changing voice input device | ### EnvironmentSecond Life Test 7.2.2.17685229558 (64bit)<details><summary>Full Environment</summary>Second Life Test 7.2.2.17685229558 (64bit)Release NotesYou are at 89.4, 234.7, 26.6 in Bug Island located at simhost-0afd3b4358f8196b2.agniSLURL: http://maps.secondlife.com/secondlife/Bug%20Island/89/235/27(global coordinates 260,185.0, 249,579.0, 26.6)Second Life Preflight 2025-08-21.17114312399Rele",C5,AF,L3,RLM,Improper Operation
secondlife/viewer,4715,"Zoom In behavior to Object via Chat After Region Change | Steps to Reproduce:User A and User B are in the same regionUser A rezzes a prim and enters scriptdefault{    touch_start(integer total_number)    {        llSay(0, ""Touch: llSay"");        llWhisper(0, ""Touch: llWhisper"");        llShout(0, ""Touch: llShout"");    }}User A touches prim to emit and Object chat eventUser B is able to Zoom In via Object chat event (right-click, Zoom In)User B teleports away to a region that is not bordering the",C5,SD,L3,ICFM,Scope Mismatch
sencercoltu/steamvr-undistort,10,"Revert red and blue coefficient constants | Fixes https://github.com/sencercoltu/steamvr-undistort/issues/9.Reverts the coefficient constants introduced in https://github.com/sencercoltu/steamvr-undistort/commit/a49c7c30a15e09a9a7a7b0144af87c4d2189e502.  They added some small corrections so the pixel shader would match the original view without distortion adjustments.However, it appears that the red and blue distortion issues was fixed in SteamVR, and the compensation actually adds distortion wi",C5,VF,L5,GCE,Incorrect Calculation
sh-akira/VirtualMotionCapture,75,Fixed a bug in hand bone rotation cancellation. | モデルそのものが回転したとき、手の角度が追従していない不具合を修正しました。,C5,SD,L2,GCE,Incorrect Calculation
silverslade/aframe_blender_exporter,7,"Fix saving to PNG | I've encountered an issue in Blender 2.90.1 (though I haven't tried different versions), where if I try to save the lightmaps, I get files that end with '.png' but don't appear to be PNGs. I think the issue is that the image via save_render is saved with the file_format set for the scene, regardless of what img.file_format is. I've been using this way of saving the image and it seems to work fine.Happy to adjust or withdraw the PR if I'm doing something wrong, though! Just st",C5,AF,L3,UPF,
simonedevit/reactylon,6,Finalize custom loading screen and multiple canvases | 1. Prevent loader misalignment with active scrollbar (bug).2. Implement multiple canvas with single scene (enhancement).3. Add the following sections in documentation site (documentation).- Custom Loading Screen- Multiple Canvases  - Single Scene  - Multiple Scenes,C3,SD,L3,UPF,
smallfly/ofxOpenVR,7,Controller matrix error | When I press 'm' in the drawing example to display the controllers the position/rotation/scaling is incorrect and affected by the head position.,C3,SD,L2,GCE,Incorrect Calculation
space-chat/space-chat,80,First vr scene #45 Closes#45 | Sentiment reducer created that will handing data coming from Indico. Scene updated to map dominant emotions to colors and render them. Colors are lagging a few seconds behind changing the emotion in the redux state.Closes #45,C5,RA,L3,RLM,Improper Initialization
space-chat/space-chat,101,"Closes #100 | deleted outer divs in Scene and Bubbles and added css to our app div which allows us to see the vr mode icon. in future scenes, please do not put an outer div. react won't yell at you if you just put a-scene",C5,AF,L4,UPF,
space-chat/space-chat,130,"closes vr-mode #129 | sceneComponent div in room has same css styles as app, allowing users to see the vr-mode icon again. closes #129",C5,SD,L4,UPF,
space-chat/space-chat,133,Knots avatars #68 | - knot scene: Knots.jsx and knots.js- changes color in response to primary emotion- rotating light rate changes in response to primary emotion intensity- 'donut' avatars render in a circle- camera is connected to the user's avatar- transitions are slow / jumpy right nowCloses #68 ,C5,RA,L5,RLM,Improper Shutdown
supermedium/aframe-react,58,"<Entity> turns into a blue 1x1x1 box when React re-renders it (unknown circumstances) | When my React app re-renders some of my components, some of the `<Entities>` seem to lose their geometry, turning into 1x1x1 boxes. They also turn blue, for some reason. I'm unclear on the exact circumstances, but these entities always reside deep in the component hierarchy and possibly have events bound to them.I've managed to jury rig together an example of this happening by stripping down my app as much as",C4,AF,L4,TDI,
supermedium/aframe-react,85,"Removed props are not being actually removed | For example, if I remove ""geometry"" prop from an Entity element, aframe-react doesn't call removeAttribute and the geometry stays. This seems to be an easy fix, or am I missing something?",C4,IC,L4,RLM,Improper Shutdown
supermedium/aframe-react,127,"Changing loading-screen component on <Scene> has no effect | **Snippet**```<Scene loading-screen=""dotsColor: #ef2d5e; backgroundColor: #000000;""></Scene>```**Desired outcome**The loading screen turns black and the dots turn pink.**Actual outcome**The loading screen stays its default blue and the dots stay white.",C4,IC,L3,IIV,
teliportme/remixvr,2,"'Day 1' project shows black screen without any error messages in console | Dear Mr. Simon,i have a quick question for you, concerning your ""30 VR Projects In 30 Days"" - Projects. I really like all of these Projects and i would like to ""reconstruate"" them myself. Last Week i started with the VR Photos Tutorial: https://tutorialsforvr.com/360-virtual-reality-photos-tutorial/. It is working i guess because the console displays not any error messages but the website only shows me a black screen. I h",C5,RS,L5,IIV,
tizzle/aframe-orbit-controls-component,1,"Event listeners are not re-enabled on play() | This is a bug that happens when you toggle between two cameras. Once the orbital camera is paused and played again, you lose the ability to pan, zoom, etc, because the event listeners are not added on play. ",C4,IC,L1,ICFM,Pipeline Misordering
tizzle/aframe-orbit-controls-component,4,"Fix for cameras with child elements | Fixes an issue where zoom function did not work when pinch zoom / scrollwheel is invoked. Previously it did not check to see if the camera object was a group with child objects. This meant that `a-camera` entities with child entities such as `a-light` would break zoom.My use case looks like this and this PR allows it to function as expected:```<a-scene><a-assets>        <a-asset-item id=""bullet-obj"" src=""assets/obj/bullet/bullet.obj""></a-asset-item>        <",C4,IC,L5,IIV,
tizzle/aframe-orbit-controls-component,15,panning only works in two axes | Panning in the z-axis seems to have broken. Panning horizontally will only work in the x-axis.Thanks for your efforts.,C4,SD,L1,TDI,
uezo/aiavatarkit,27,Fix bug that animation doesn't work on VRChat | - Fix the incorrect variable (faces -> animations)- Add reset function to restore the pose after animations,C4,IC,L2,IAC,
uic-evl/omegalib,11,PointCloud shader issues | Shaders used by pointcloud do not work correctly when applied through an effect definition. Disabling depth test also has issues when multiple objects are visible and share the same render bin.,C3,RA,L4,UPF,
uic-evl/omegalib,30,Setting camera position in update function locks mouse rotation | Modifying a camera transform in the update function causes it to ignore rotations done using the mouse (`KeyboardMouseCameraController`).The issue is caused by the controller resetting the camera rotations before applying them when its detecting a modified camera transform.Fix is likely going to be in `KeyboardMouseCameraController` or in `Camera.reset`.,C3,VF,L5,UPF,
uic-evl/omegalib,44,menu positioning precision | When camera in placed at extreme distances (i.e. when using osgEarth) menu placement is inconsistent and jittery across nodes (likely floating point precision issues in placeOnWand and container 3d drawing),C3,SD,L3,GCE,Insufficient Precision
uic-evl/omegalib,72,"(Widgets) Container layout does not refresh navigation | When a widget container layout is changed (ie from horizontal to vertical), the widget navigation is not re-generated. So you could end up with a horizontal container where up-down keys control navigation (instead of left-right).",C3,SD,L3,RLM,Improper Operation
uic-evl/omegalib,76,"Skybox altering Text3D color | When a skybox is set, all Text3D color in the scene will be modified. This is suspected to be caused by the skybox applying an environment map to Text3D objects by default.Globally disabling the environment map on the skybox will fix the text. However disabling the environment map using (setTextureMode(3, GL_TEXTURE_2D, osg::StateAttribute::OFF);) in Text3D will not.Attempting to set the Text3D state attribute as PROTECTED also fails.",C3,AF,L4,RLM,Improper Operation
uic-evl/omegalib,133,"Navigation+picking broken | Evident in cyclops demos like mulitshadow and lightEdit: mouse picking is also intercepted by the camera controller, leading to unwanted camera rotation.",C3,IC,L1,UPF,
uic-evl/omegalib,160,"Support for Floor and Ceiling Displays | Currently when we try to use omegalib on our CAVE system, we see very distorted images on our floor.  I suspect that we would see the same thing on the ceiling.Is there a method of supporting floor and ceiling displays that form right angles at corners?  I see an option for custom configurations but it appears that the yaw parameter is not passed around correctly since the floor camera is still at the same angle as the back wall (i.e vertical).",C3,SD,L5,GCE,Incorrect Calculation
unavi-xyz/unavi,333,Dev | - fix shadows being glitchy- can now drag and drop glTF files into the editor- add hot spaces to explore page- styling,C5,RA,L4,ICFM,Scope Mismatch
unavi-xyz/unavi,698,"Third person rotate jitters | When in third person mode, sometimes when rotating around your character you will experience a jitter, and be teleported back a little bit. It seems to happen at a consistent location around the character. The bug is likely found somewhere in the rotation math.![ad4cafae3b8a5ef4ea8dbd54a873c507](https://user-images.githubusercontent.com/92771507/227624620-98955928-c4af-4884-9684-bed9de96d43f.gif)",C5,RA,L5,GCE,Incorrect Calculation
vasturiano/3d-force-graph-vr,21,"""Raycaster.camera"" needs to be set in order to raycast against sprites. | **Describe the bug**Web example using images for nodes is broken and does not render properlyconsole error message:`Raycaster.camera"" needs to be set in order to raycast against sprites.`aslo ```Uncaught TypeError: Cannot read property 'matrixWorld' of null    at kl.raycast (3d-force-graph-vr:2)    at up (3d-force-graph-vr:2)    at up (3d-force-graph-vr:2)    at lp.intersectObjects (3d-force-graph-vr:2)    at n.checkInters",C5,RS,L5,ICFM,Scope Mismatch
vasturiano/3d-force-graph-vr,52,Re-enable touch screen movement controls? | Looks like [the issue](https://github.com/c-frame/aframe-extras/commit/51e9f4dce7e9de5e941fe20f558a1b388d1e80dd) causing [touch screen movement controls to break](https://github.com/vasturiano/3d-force-graph-vr/blob/dce4946f4e3e64082bad771cb8a7aeeee2334c45/src/3d-force-graph-vr.js#L12) in c-frame has been fixed and released.Maybe we can re-enable them now?,C5,IC,L1,TDI,
videojs/videojs-vr,16,"Cardboard view should be the same size on any device screen. | Cardboard viewers are only so big, but right now cardboard view goes into full screen. This is a problem on Android tablets/Ipads use cardboard mode. The cardboard ui takes up the whole screen but the cardboard viewer will only be able to see half of that.",C5,SD,L5,IAC,
videojs/videojs-vr,17,Fix/style override | fix: weird camera aspect ratio stretchingfix: pixelation issues on some devices fix: allow the player to start in cardboard modefix: psudo fullscreen on iOSFixes #13 Based on #15 ,C5,VF,L5,ICFM,Pipeline Misordering
videojs/videojs-vr,32,360_LR and 360_TB stereo (VR) modes broken | Stereo effect does not work - left/right eyes back the front. See:https://github.com/MetaCDN/videojs-vr/commit/e57bd37926bba2541d0241d61780686f94fc7ae9Patch incoming.,C5,VF,L5,ICFM,Pipeline Misordering
videojs/videojs-vr,75,"fix: do not show rotate instructions | ## DescriptionOn initially going into cardboard mode on a device there would be instructions shown, but these instructions would not actually go away. This PR removes them.Fixes #73 ## Testing* The cardboard mode button should still work on  * [x] iOS Safari  * [ ] Android Chrome",C5,AF,L3,TDI,
videojs/videojs-vr,76,"fix: vjs fluid class usage, and remove hacky work-around | ## DescriptionIn previous version of `webvr-polyfill` the canvas would have its style modified out from under us. That no longer seems to be the case, so I removed the work around for that. This PR also fixes #72 and adds a test file for that fix.## Testing* Verify that the following browsers can still go in and out of fullscreen  in `index.html` without the size of the video changing.   * [ ] Android Chrome  * [ ] Safari  * [ ] Chrome  ",C5,SD,L5,ICFM,Pipeline Misordering
videojs/videojs-vr,96,fix: player controls | Fixes #92Right now its now a lot of the default player behaviors are overridden by the other controls. This pr brings them back and makes them work how we would expect.1. A click/tap with no movement (ie not moving around the scene) should toggle playback2. When moving around the scene the control bar should not come up. It should only come up when playback is toggled or the control bar is moved over/clicked.3. The context menu from `right click` should show up.,C5,IC,L1,UPF,
videojs/videojs-vr,104,"fix: ios sizing issue when deactivating vr cardboard display | ## DescriptionProposed solution for #103 ## Specific Changes proposed - I believe `resize` event shouldn't be triggered on VR cardboard display deactivation. If this event is triggered, the canvas size needs to be reset to its original width/height manually since webvr-polyfill sets the canvas to 100x101px to address some of the Webkit specific issues. ",C5,SD,L5,ICFM,Pipeline Misordering
videojs/videojs-vr,177,fix: VR switches to the lowest resolution after loading 1 HLS chunk on HLS 360 video | ## DescriptionThe `http-streaming` switches VR video to the lowest resolution available in HLS manifest after loading 1  HLS chunk on HLS 360 video.The problem is related to `http-streaming` and adaptive algorithm. The adaptive login will only work correctly when video tag has a width and height but the VR plugin sets `display: none` on `video` tag element which makes video tag width and height equal to 0.## S,C5,AF,L5,TDI,
vimeo/aframe-vimeo-component,5,Fix left eye by setting the position & rotation | Stereo wasn't rotating both eyes correctlyRelated to #2 ,C5,VF,L5,IIV,
vircadia/vircadia-native-core,55,"Fix scaled avatar walk speed | The walk speed of your avatar is now proportional to your avatar's scale: small scales no longer run instead of walk; large scales no longer walk s l o w l y.Tested:- Desktop keyboard: walking (fixed), flying.- Desktop gamepad: walking (fixed), flying.- HMD walking, flying.Desktop keyboard and gamepad walking were both broken; both are now fixed.Issue: https://github.com/kasenvr/project-athena/issues/17",C3,IC,L2,IIV,
vircadia/vircadia-native-core,64,"inspect.js improvements | - Shorter initial look-at duration.- Leave camera where it is after releasing the Alt key.- Press Esc or move avatar to exit inspect mode.- Don't go ""away"" when press Esc to exit inspect mode.- Orbit about point in space if nothing intersected.- Ignore invisible entities.- Fix jitter when start orbiting entity with Create app focused on entity.- Use Picks API.",C3,RA,L5,GCE,Insufficient Precision
vircadia/vircadia-native-core,72,"Vive pro eye tracking | This enables eye and hand tracking for Vive Pro Eye headsets, and has a small bug-fix that makes the tablet less jittery when it's grabbed and moved in VR.",C3,RA,L1,TDI,
vircadia/vircadia-native-core,98,"Scroll bars do not appear in some menus where scrolling is necessary. | Users are unable to see the additional settings farther down the menu.1. In desktop mode, go to settings.2. Select ""Controls.""3. click somewhere on the menu and drag upward. More options will be revealed.",C3,AF,L3,IAC,
vircadia/vircadia-native-core,107,"Fixed url parsing breaking with text formatting! <3 | Fixed not using json settings value.Fixed url parsing in chat history (my bad), it may still be broken in the chat that shows up on screen.But that's not clickable anyway!to test just put urls in chat",C3,AF,L3,IIV,
vircadia/vircadia-native-core,113,"Always display vertical scrollbar in Settings dialogs that scroll | A vertical scrollbar is always displayed for the following Settings dialogs:- Settings > General- Settings > Audio > Desktop- Settings > Controls > SettingsThe scrollbars are displayed in both in window and in tablet modes, desktop and HMD.This provides a visual prompt to the user that there is more dialog content above/below.Issue: https://github.com/kasenvr/project-athena/issues/98",C3,AF,L3,TDI,
vircadia/vircadia-native-core,117,User-real world height in Settings/Controls... can only be edited with steps of 1 meter | The field user-real world height in Settings/Controls.. can not be edited to the correct number. 1 meter is minimum and 2.2 is maximum. Pushing on the up and down buttons increases the height with 1 meter instead of 0.001 meter. Multiple input fields dont allow typing of decimal numbers.,C3,IC,L3,GCE,Insufficient Precision
vircadia/vircadia-native-core,120,"Bug: Text in wearables menu low contrast | It’s gray text on slightly different gray background, no UI of anything should have that.![grayongray](https://user-images.githubusercontent.com/53531160/73122728-82284200-3f88-11ea-8ca5-aa5b72c03064.png)",C3,AF,L3,IIV,
vircadia/vircadia-native-core,123,"Feature: Disable animations when in wearables menu | When placing wearables on the avatar in the avatar menu it is quite annoying that I won’t stand still.Animations should be disabled and avatar in a neutral idle pose (or T-pose).Reproduce: try to precisely add an item to your avatar in the Avatar→wearables menu ,aarrgh.",C3,SD,L2,TDI,
vircadia/vircadia-native-core,125,"Desktop Mode Camera don't follow avatar orientation | Running a script that changes the gravity orientation of an avatar, the camera was following the orientation of the avatar in HMD and in Desktop, But somewhere during the last 6 months of Hifi this stopped to work for all the different camera mode in desktop. (Not, it still works in VR)Found in Release: **0.86 (Hifi)**Type: **BUG**Priority: **Medium**Size: **S**",C3,VF,L5,TDI,
vircadia/vircadia-native-core,161,"""Game Controller"" toggle absent from Athena RC1 client | In the original 0.86.0 the option to use ""game controller"" is found in the controller settings directly between ""user real-world height (meters):"" and ""Perception Neuron""  (scroll down).In Athena RC1 this is completely absent.  Therefore Windows controllers like the Xbox One controller no longer function.original![0 86 0](https://user-images.githubusercontent.com/21160271/74001291-eac7d500-491f-11ea-9bc4-8873bfd56b99.png)Athean RC1![RC1](h",C3,IC,L3,RLM,Improper Initialization
vircadia/vircadia-native-core,165,"Audio device lists often empty firsrt time into HMD mode with Windows MR | Kalila regularly encounters this problem with Vive.ctrlaltdavid can't repro with Oculus.Repro on Windows MR + SteamVR:- Start Interface.- Switch to HMD mode.- Open the tablet and look at the Settings > Audio.- There are no input or output audio devices listed in either desktop or HMD tabs.- The program log gets spammed with ""length mismatch"" error messages.![desktop](https://user-images.githubusercontent.com/7455448/74115",C3,RS,L3,TDI,
vircadia/vircadia-native-core,166,"Procedural Shader applies to other entities other than parented | This happened when I parented my shader to an entity then switched the shader URL from my filesystem, it started rendering for the entire mesh platform I was standing on. The moment you LOD the actual parented item out of view, the shader stops showing for everything else.I fixed this by unparenting the material and parenting it again to the actual object, and it worked again.",C3,SD,L4,UPF,
vircadia/vircadia-native-core,179,"Makes simplified nametag a default script | Also made it so that it disables while using the inspect.js script.Test plan:When using the inspect.js script (holding the alt key), click on an avatar multiple times as you zoom in, out, and around that person. Ensure the nametag does not show up. Now stop using the inspect script, click on them again and observe that the nametags do show, timeout, or disappear when clicked again.",C3,SD,L3,IIV,
vircadia/vircadia-native-core,224,"Some shape type get occulted when alpha is applied. | Some specific shape types like ""Sphere"", ""tetrahedron"" and a few othersare occulted completely if they have transparency when they're behind a transparent cube. But it works for other shape types like ""cube"", ""cylinder"" and a few others.![image](https://user-images.githubusercontent.com/60075796/77219170-7df04f00-6b09-11ea-8372-c9fa8b9c9ebd.png)![image](https://user-images.githubusercontent.com/60075796/77219172-847ec680-6b09-11ea-8e9a-f3a3dd",C3,SD,L4,ICFM,Pipeline Misordering
vircadia/vircadia-native-core,244,"Login dialog can display ""High Fidelitiy"" instead of ""Project Athena"" | Reported by Aitolda in K2 RC2.1, a user encountered this. I haven't managed to repro. However, there are some issues in the code:- Project Athena SVG used in the login dialog(s): \\\\interface\\\\resources\\\\images\\\\project-athena-banner-color2.svg- Original, High Fidelity SVG used in login dialog(s) still exists: \\\\interface\\\\resources\\\\images\\\\high-fidelity-banner.svg- The Project Athena SVG is used in some plac",C3,AF,L3,UPF,
vircadia/vircadia-native-core,263,"Valve Index Rendering effects do not extend all the way | When Rendering Effects is set to anything other than ""No Rendering Effects"", the rightmost side of the screen on the Valve Index does not use any of those effects. There is effectively a low detail bar on the right.Personally I can only see this when the lenses are as close to my eyes as possible (like always) and I am looking forward.",C3,RA,L5,ICFM,Scope Mismatch
vircadia/vircadia-native-core,267,"Eyes can be selected as a viewpoint even if there are none | Even if your avatar does not have any eyebones, you can select the eyes as your viewpoint. This made my viewpoint move to the far back of my head in my case.",C3,VF,L2,TDI,
vircadia/vircadia-native-core,269,"Weird camera movement when flying | When taking of and when landing in first person your camera moves back and forth weirdly which makes it hard to land, especially when flying on for a little bit, like when flying onto a table.",C3,VF,L5,IIV,
vircadia/vircadia-native-core,288,"Camera app shows up in shots! | Any time I take a photo or gif, the camera widget shows up in the shot.![hifi-snap-by-DrFran-on-2020-04-07_18-15-50](https://user-images.githubusercontent.com/13889300/79028334-96c6b000-7b5d-11ea-9ab4-479811c25b9c.gif)![hifi-snap-by-DrFran-on-2020-04-10_18-50-23](https://user-images.githubusercontent.com/13889300/79028314-831b4980-7b5d-11ea-8a5e-fd86f7e52068.gif)",C3,AF,L5,GCE,Incorrect Calculation
vircadia/vircadia-native-core,294,"Renderer ignores vertex colors if only one value is given. | If a mesh is imported with only one vertex color on all vertices, it will appear in interface as white or uncolored. However, use at least two distinct values and the color appears as expected.Note: This was only tested importing from blender 2.82 stable, and may need someone with maya or other 3d software to see if this is consistent.",C3,AF,L4,ICFM,Scope Mismatch
vircadia/vircadia-native-core,302,"colorspace issues with gltf/glb format | Gltf color does not translate properly in interface.  When compared to an fbx of the same model it will appear slightly darker and less saturated in some cases.![79605032-0b40a800-80a4-11ea-8b6e-a2b4c5bc462e 1](https://user-images.githubusercontent.com/21160271/79622045-85842300-80ca-11ea-9d5f-12f6f0e97eac.jpg)In the example, fbx is on the left, gltf on the right.[fbx](https://aitolda.s3.amazonaws.com/FreeAgentSource/Island/PalmVertexOnly3.fbx)[gltf](http",C3,AF,L4,ICFM,Pipeline Misordering
vircadia/vircadia-native-core,307,"blurry textures when loading new avatar | When loading in a new avatar, the textures of that avatar are often blurry.Reloading content fixes this.For example, this happens with this: http://motofckr9k.ddns.net/m/Effole9.fbxIt doesn't happen every time.Maybe #14 is related?",C3,RA,L4,GCE,Incorrect Calculation
vircadia/vircadia-native-core,369,Zones Selector sorted by zone names | This change makes the Zones Selector sorted by zone names.To address issue: renderWithZones: zone list incorrectly sorted. #354(But this doesn't fix the problem with the scrolling),C3,AF,L3,ICFM,Scope Mismatch
vircadia/vircadia-native-core,412,"K3 (Quantum) fbx models with multiple objects display incorrect positions. | If an fbx has multiple unconnected models, some of those models will be offset when the fbx is brought into K3/Quantum.  This is not the case in K2[Comparison](https://i.gyazo.com/0705cdf9d61122e4193da6c5c35d2907.jpg)Model on the left (ignore colors) has the ""cog"" and logo in the background shifted from their proper position.  Model on the right is when the objects were combined as one before importing, therefore they s",C3,SD,L4,TDI,
vircadia/vircadia-native-core,426,Fix visibility of values in Wearables dialog | ,C3,AF,L3,ICFM,Scope Mismatch
