repo,id,symptom_annotator_1,symptom_annotator_2,symptom_annotator_3,symptom_annotator_4,symptom_annotator_5,symptom_final,rootcause_annotator_1,rootcause_annotator_2,rootcause_annotator_3,rootcause_annotator_4,rootcause_annotator_5,rootcause_final,entity_annotator_1,entity_annotator_2,entity_annotator_3,entity_annotator_4,entity_annotator_5,entity_final
XRTK/com.xrtk.core,478,AF,AF,AF,AF,AF,AF,IIV,IIV,IIV,GCE,IIV,IIV,L3,L3,L3,L3,L3,L3
XRTK/com.xrtk.core,547,AF,AF,AF,AF,AF,AF,IIV,ICFM,ICFM,ICFM,IIV,ICFM,L5,L1,L5,L5,L5,L5
XRTK/com.xrtk.core,559,AF,AF,AF,AF,AF,AF,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L3,L3,L3,L3,L3,L3
XRTK/com.xrtk.core,566,IC,IC,SD,IC,IC,IC,RLM,RLM,RLM,RLM,RLM,RLM,L3,L3,L3,L3,L3,L3
XRTK/com.xrtk.core,593,RS,RS,RS,RS,RS,RS,ICFM,IIV,ICFM,UPF,ICFM,ICFM,L3,L3,L3,L3,L3,L3
XRTK/com.xrtk.core,601,AF,AF,AF,AF,AF,AF,GCE,TDI,IIV,IIV,IIV,IIV,L4,L4,L4,L4,L4,L4
XRTK/com.xrtk.core,734,VF,VF,VF,VF,VF,VF,ICFM,GCE,ICFM,ICFM,ICFM,ICFM,L5,L5,L5,L5,L5,L5
XRTK/com.xrtk.core,735,AF,AF,AF,AF,AF,AF,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L4,L4,L4,L4,L4,L4
XRTK/com.xrtk.core,754,SD,SD,SD,SD,SD,SD,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L3,L2,L3,L3,L3,L3
XRTK/com.xrtk.core,848,AF,VF,AF,AF,AF,AF,TDI,RLM,TDI,TDI,TDI,TDI,L3,L3,L3,L3,L3,L3
aardvarkxr/aardvark,21,RA,RA,RA,RA,RA,RA,ICFM,RLM,ICFM,ICFM,ICFM,ICFM,L4,L4,L4,L4,L4,L4
aardvarkxr/aardvark,37,IC,IC,IC,IC,IC,IC,RLM,RLM,RLM,RLM,RLM,RLM,L4,L4,L4,L4,L4,L4
aardvarkxr/aardvark,77,IC,IC,IC,IC,IC,IC,IIV,IIV,IIV,IIV,IIV,IIV,L1,L1,L1,L1,L1,L1
aardvarkxr/aardvark,112,IC,IC,IC,IC,IC,IC,ICFM,TDI,IAC,ICFM,ICFM,ICFM,L1,L1,L1,L1,L1,L1
aardvarkxr/aardvark,139,IC,IC,IC,IC,IC,IC,IAC,IAC,IAC,IIV,IAC,IAC,L4,L4,L4,L4,L4,L4
aardvarkxr/aardvark,171,AF,AF,AF,AF,AF,AF,IAC,ICFM,ICFM,ICFM,ICFM,ICFM,L4,L4,L4,L3,L4,L4
aardvarkxr/aardvark,175,IC,IC,IC,IC,IC,IC,TDI,TDI,TDI,TDI,TDI,TDI,L1,L3,L1,L1,L1,L1
aardvarkxr/aardvark,190,AF,AF,AF,AF,AF,AF,IAC,IAC,IAC,IAC,IAC,IAC,L4,L4,L4,L4,L4,L4
aestheticinteractive/Hover-UI-Kit,14,RS,IC,IC,RA,IC,IC,ICFM,IIV,ICFM,ICFM,ICFM,ICFM,L1,L1,L1,L1,L1,L1
aframevr/a-blast,49,AF,AF,AF,AF,AF,AF,ICFM,ICFM,ICFM,RLM,ICFM,ICFM,L4,L4,L1,L4,L4,L4
aframevr/a-blast,84,SD,SD,AF,SD,SD,SD,GCE,GCE,GCE,GCE,GCE,GCE,L4,L5,L4,L4,L4,L4
aframevr/a-painter,48,AF,AF,RA,AF,AF,AF,RLM,RLM,RLM,UPF,ICFM,RLM,L1,L1,L1,L1,L1,L1
aframevr/a-painter,55,AF,AF,RS,AF,IC,AF,RLM,RLM,RLM,RLM,RLM,RLM,L3,L5,L3,L3,L3,L3
aframevr/a-painter,135,AF,IC,AF,AF,AF,AF,TDI,TDI,TDI,TDI,TDI,TDI,L4,L4,L4,L4,L4,L4
aframevr/a-painter,142,VF,VF,AF,VF,VF,VF,IIV,IIV,IIV,IIV,IIV,IIV,L5,L5,L5,L5,L2,L5
aframevr/a-painter,192,AF,AF,AF,AF,AF,AF,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L3,L3,L3,L3,L3,L3
aframevr/a-painter,250,SD,VF,SD,SD,VF,SD,UPF,UPF,UPF,UPF,UPF,UPF,L3,L3,L3,L3,L3,L3
aframevr/a-painter,251,SD,RA,SD,SD,SD,SD,ICFM,UPF,UPF,UPF,UPF,UPF,L3,L3,L3,L3,L3,L3
aframevr/a-painter,265,RA,RA,RA,RA,RA,RA,TDI,TDI,TDI,TDI,TDI,TDI,L4,L4,L4,L2,L4,L4
aframevr/a-painter,270,AF,AF,AF,AF,AF,AF,ICFM,ICFM,IIV,ICFM,ICFM,ICFM,L4,L4,L1,L4,L4,L4
aframevr/a-painter,272,IC,RS,IC,IC,AF,IC,IIV,IIV,IIV,IIV,IIV,IIV,L1,L1,L1,L1,L1,L1
aframevr/a-saturday-night,36,SD,SD,SD,SD,SD,SD,IIV,IIV,IIV,IIV,RLM,IIV,L4,L4,L4,L4,L4,L4
aframevr/a-saturday-night,40,AF,AF,AF,AF,AF,AF,UPF,UPF,ICFM,UPF,UPF,UPF,L3,L3,L1,L3,L3,L3
aframevr/a-saturday-night,75,AF,AF,AF,AF,AF,AF,UPF,UPF,TDI,UPF,RLM,UPF,L3,L3,L3,L1,L3,L3
aframevr/a-saturday-night,97,RA,RA,RA,RA,RA,RA,ICFM,ICFM,ICFM,ICFM,RLM,ICFM,L5,L5,L5,L5,L5,L5
aframevr/a-saturday-night,119,AF,AF,AF,AF,AF,AF,ICFM,ICFM,ICFM,IAC,ICFM,ICFM,L1,L3,L3,L3,L3,L3
aframevr/a-saturday-night,121,IC,IC,IC,IC,IC,IC,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L3,L3,L3,L3,L3,L3
aframevr/a-saturday-night,124,AF,SD,SD,SD,SD,SD,RLM,RLM,RLM,RLM,RLM,RLM,L2,L2,L2,L2,L2,L2
aframevr/a-saturday-night,125,AF,AF,AF,AF,AF,AF,TDI,RLM,RLM,RLM,RLM,RLM,L2,L4,L2,L1,L2,L2
aframevr/aframe,110,RS,RS,RS,RS,RS,RS,IIV,IIV,IIV,IIV,IIV,IIV,L4,L3,L4,L4,L4,L4
aframevr/aframe,145,SD,SD,SD,SD,SD,SD,TDI,TDI,TDI,TDI,TDI,TDI,L4,L1,L4,L4,L4,L4
aframevr/aframe,146,RA,IC,IC,IC,IC,IC,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L4,L4,L4,L4,L4,L4
aframevr/aframe,193,SD,SD,SD,SD,SD,SD,IIV,IIV,IIV,IIV,IIV,IIV,L5,L5,L5,L5,L5,L5
aframevr/aframe,194,IC,IC,SD,IC,IC,IC,IIV,IIV,IIV,IIV,IIV,IIV,L1,L1,L1,L1,L1,L1
aframevr/aframe,196,SD,SD,SD,SD,SD,SD,UPF,UPF,UPF,UPF,UPF,UPF,L4,L4,L4,L4,L4,L4
aframevr/aframe,199,IC,IC,IC,IC,IC,IC,TDI,TDI,TDI,TDI,TDI,TDI,L1,L1,L1,L1,L1,L1
aframevr/aframe,201,IC,IC,IC,IC,IC,IC,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L1,L1,L1,L1,L1,L1
aframevr/aframe,272,RA,RA,AF,RA,IC,RA,IIV,IIV,IIV,IIV,IIV,IIV,L1,L4,L4,L2,L4,L4
aframevr/aframe,293,IC,IC,IC,RA,IC,IC,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L1,L1,L1,L1,L1,L1
aframevr/aframe,314,RS,SD,RS,RS,RS,RS,UPF,UPF,UPF,UPF,UPF,UPF,L5,L5,L5,L5,L5,L5
aframevr/aframe,316,AF,AF,AF,AF,AF,AF,UPF,UPF,UPF,UPF,UPF,UPF,L5,L5,L5,L5,L5,L5
aframevr/aframe,324,AF,AF,AF,AF,AF,AF,IIV,IIV,UPF,TDI,IIV,IIV,L3,L3,L3,L3,L3,L3
aframevr/aframe,328,SD,SD,SD,AF,SD,SD,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L4,L4,L3,L4,L4,L4
aframevr/aframe,346,RA,IC,VF,IC,IC,IC,ICFM,ICFM,RLM,ICFM,ICFM,ICFM,L1,L1,L1,L1,L1,L1
aframevr/aframe,387,SD,SD,SD,SD,SD,SD,IIV,IIV,IIV,IIV,IIV,IIV,L1,L5,L5,L5,L5,L5
aframevr/aframe,395,SD,SD,SD,SD,SD,SD,IAC,IAC,IAC,IAC,IAC,IAC,L5,L5,L5,L5,L5,L5
aframevr/aframe,396,SD,SD,AF,SD,SD,SD,GCE,GCE,GCE,GCE,GCE,GCE,L5,L5,L5,L5,L5,L5
aframevr/aframe,406,RS,RS,RA,RS,RS,RS,IAC,IAC,IAC,IAC,IAC,IAC,L5,L5,L5,L5,L5,L5
aframevr/aframe,407,VF,VF,VF,VF,VF,VF,ICFM,RLM,GCE,ICFM,ICFM,ICFM,L4,L5,L5,L5,L5,L5
aframevr/aframe,428,IC,IC,IC,IC,IC,IC,UPF,GCE,GCE,UPF,GCE,GCE,L5,L5,L1,L1,L1,L1
aframevr/aframe,432,VF,VF,VF,VF,VF,VF,IIV,IIV,IIV,IIV,IIV,IIV,L5,L5,L5,L5,L5,L5
aframevr/aframe,446,RA,RA,RA,RA,RA,RA,ICFM,IIV,ICFM,ICFM,ICFM,ICFM,L5,L5,L5,L5,L5,L5
aframevr/aframe,461,AF,AF,AF,AF,AF,AF,UPF,UPF,IIV,UPF,UPF,UPF,L3,L3,L3,L3,L3,L3
aframevr/aframe,465,RS,RS,RS,RS,RS,RS,RLM,UPF,RLM,RLM,RLM,RLM,L1,L1,L1,L1,L1,L1
aframevr/aframe,466,RS,RS,RS,RS,RS,RS,RLM,RLM,RLM,RLM,RLM,RLM,L1,L1,L1,L5,L1,L1
aframevr/aframe,469,IC,IC,IC,IC,IC,IC,GCE,GCE,GCE,GCE,GCE,GCE,L1,L1,L1,L1,L1,L1
aframevr/aframe,475,IC,IC,IC,IC,IC,IC,IAC,IAC,IAC,IAC,IAC,IAC,L4,L4,L4,L4,L4,L4
aframevr/aframe,483,IC,VF,VF,VF,VF,VF,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L5,L3,L5,L5,L5,L5
aframevr/aframe,486,AF,AF,RS,AF,AF,AF,IIV,IIV,IIV,IIV,IIV,IIV,L4,L3,L3,L3,L3,L3
aframevr/aframe,511,IC,IC,IC,IC,IC,IC,IIV,IIV,IIV,IIV,IIV,IIV,L4,L4,L4,L4,L5,L4
aframevr/aframe,539,IC,IC,IC,SD,IC,IC,IIV,UPF,UPF,UPF,UPF,UPF,L1,L1,L1,L1,L5,L1
aframevr/aframe,541,RS,RS,RS,RS,RS,RS,RLM,RLM,RLM,RLM,RLM,RLM,L3,L5,L5,L5,L5,L5
aframevr/aframe,551,VF,RA,SD,SD,SD,SD,UPF,UPF,UPF,UPF,IAC,UPF,L4,L1,L4,L4,L4,L4
aframevr/aframe,558,IC,IC,IC,IC,IC,IC,GCE,GCE,GCE,GCE,GCE,GCE,L4,L2,L4,L4,L4,L4
aframevr/aframe,561,RA,RA,RA,RA,RA,RA,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L4,L1,L1,L1,L1,L1
aframevr/aframe,562,RA,VF,RA,RA,RA,RA,UPF,UPF,UPF,UPF,ICFM,UPF,L5,L5,L5,L5,L5,L5
aframevr/aframe,574,VF,VF,VF,VF,VF,VF,UPF,UPF,UPF,UPF,UPF,UPF,L1,L1,L1,L1,L1,L1
aframevr/aframe,575,AF,AF,AF,AF,AF,AF,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L4,L4,L4,L4,L4,L4
aframevr/aframe,591,AF,SD,AF,AF,AF,AF,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L4,L4,L4,L4,L4,L4
aframevr/aframe,592,SD,SD,SD,SD,SD,SD,IIV,TDI,IIV,IIV,IIV,IIV,L1,L1,L1,L1,L1,L1
aframevr/aframe,599,AF,AF,AF,AF,AF,AF,RLM,RLM,IAC,RLM,RLM,RLM,L4,L4,L4,L4,L4,L4
aframevr/aframe,600,VF,VF,SD,VF,VF,VF,IIV,IIV,IIV,IIV,IIV,IIV,L5,L1,L5,L5,L5,L5
aframevr/aframe,601,IC,IC,IC,IC,IC,IC,TDI,TDI,TDI,TDI,TDI,TDI,L5,L5,L5,L5,L5,L5
aframevr/aframe,610,RS,RS,RS,RS,RS,RS,IIV,IIV,IIV,IIV,IIV,IIV,L3,L3,L3,L3,L3,L3
aframevr/aframe,618,IC,IC,IC,RS,AF,IC,UPF,UPF,UPF,UPF,UPF,UPF,L1,L1,L1,L1,L1,L1
aframevr/aframe,619,VF,VF,RA,VF,VF,VF,UPF,IIV,IIV,IIV,IIV,IIV,L4,L1,L1,L1,L4,L1
aframevr/aframe,620,VF,VF,VF,IC,VF,VF,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L5,L5,L5,L5,L5,L5
aframevr/aframe,621,VF,VF,VF,VF,VF,VF,TDI,IIV,TDI,TDI,TDI,TDI,L5,L5,L5,L5,L5,L5
aframevr/aframe,623,RS,RS,RS,RS,RS,RS,UPF,UPF,UPF,UPF,UPF,UPF,L1,L1,L1,L1,L1,L1
aframevr/aframe,624,AF,AF,AF,AF,AF,AF,IIV,IIV,IIV,IIV,IIV,IIV,L3,L3,L3,L3,L3,L3
aframevr/aframe,628,RA,RA,RA,RA,RA,RA,IIV,IIV,IIV,IIV,IIV,IIV,L5,L1,L1,L1,L1,L1
aframevr/aframe,632,AF,AF,AF,AF,AF,AF,TDI,TDI,TDI,TDI,IAC,TDI,L3,L3,L3,L3,L3,L3
aframevr/aframe,648,RS,RS,RS,RS,RS,RS,UPF,UPF,UPF,UPF,UPF,UPF,L4,L4,L4,L4,L4,L4
aframevr/aframe,651,AF,IC,AF,AF,AF,AF,IIV,IIV,IIV,IIV,IIV,IIV,L4,L4,L4,L4,L4,L4
aframevr/aframe,656,AF,AF,AF,AF,VF,AF,IAC,IAC,IAC,IAC,IAC,IAC,L4,L4,L4,L4,L4,L4
aframevr/aframe,660,IC,IC,IC,IC,IC,IC,IAC,IAC,IAC,IAC,IAC,IAC,L1,L3,L1,L1,L1,L1
aframevr/aframe,662,AF,AF,AF,AF,RA,AF,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L4,L4,L4,L4,L4,L4
aframevr/aframe,666,SD,SD,SD,SD,RA,SD,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L5,L1,L5,L5,L5,L5
aframevr/aframe,668,AF,AF,AF,AF,AF,AF,IIV,UPF,UPF,UPF,UPF,UPF,L4,L4,L1,L4,L4,L4
aframevr/aframe,676,VF,VF,VF,VF,VF,VF,IIV,IIV,IIV,IIV,IIV,IIV,L4,L4,L2,L4,L4,L4
aframevr/aframe,692,IC,IC,IC,IC,IC,IC,ICFM,TDI,ICFM,ICFM,ICFM,ICFM,L1,L1,L1,L1,L1,L1
aframevr/aframe,695,SD,SD,SD,SD,SD,SD,IIV,ICFM,ICFM,ICFM,ICFM,ICFM,L1,L1,L1,L1,L1,L1
aframevr/aframe,703,RA,RA,RA,RA,RA,RA,UPF,UPF,UPF,GCE,UPF,UPF,L4,L4,L4,L4,L4,L4
aframevr/aframe,727,SD,SD,RS,SD,SD,SD,RLM,RLM,RLM,RLM,RLM,RLM,L2,L2,L2,L3,L2,L2
aframevr/aframe,744,IC,IC,IC,IC,IC,IC,TDI,TDI,IIV,TDI,TDI,TDI,L1,L1,L1,L1,L1,L1
aframevr/aframe,749,AF,AF,AF,AF,AF,AF,TDI,TDI,TDI,TDI,TDI,TDI,L3,L3,L3,L1,L3,L3
aframevr/aframe,802,VF,VF,VF,VF,VF,VF,GCE,GCE,GCE,GCE,GCE,GCE,L5,L5,L5,L5,L5,L5
aframevr/aframe,846,SD,SD,SD,SD,SD,SD,UPF,UPF,UPF,UPF,UPF,UPF,L3,L3,L3,L3,L3,L3
aframevr/aframe,878,SD,SD,SD,SD,SD,SD,UPF,UPF,UPF,UPF,IIV,UPF,L3,L3,L3,L3,L3,L3
aframevr/aframe,897,IC,IC,IC,IC,IC,IC,RLM,RLM,RLM,RLM,RLM,RLM,L4,L2,L4,L4,L4,L4
aframevr/aframe,942,SD,SD,SD,SD,SD,SD,RLM,RLM,RLM,RLM,RLM,RLM,L4,L4,L4,L4,L4,L4
aframevr/aframe,995,AF,AF,AF,AF,AF,AF,IIV,IIV,TDI,UPF,ICFM,IIV,L4,L4,L3,L4,L4,L4
aframevr/aframe,1011,IC,IC,IC,IC,IC,IC,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L4,L5,L4,L4,L4,L4
aframevr/aframe,1052,RS,RS,RS,RS,RS,RS,TDI,TDI,GCE,TDI,ICFM,TDI,L5,L5,L5,L5,L5,L5
aframevr/aframe,1088,AF,AF,AF,AF,AF,AF,IAC,IAC,IAC,IAC,IAC,IAC,L4,L4,L4,L4,L4,L4
aframevr/aframe,1103,AF,RA,AF,AF,AF,AF,UPF,UPF,RLM,UPF,UPF,UPF,L3,L3,L3,L3,L3,L3
aframevr/aframe,1116,AF,AF,AF,AF,AF,AF,TDI,TDI,TDI,TDI,TDI,TDI,L4,L4,L4,L4,L4,L4
aframevr/aframe,1122,VF,VF,VF,VF,VF,VF,IIV,IIV,IIV,IIV,IIV,IIV,L5,L5,L5,L5,L5,L5
aframevr/aframe,1163,AF,AF,AF,AF,AF,AF,ICFM,ICFM,ICFM,IIV,ICFM,ICFM,L4,L4,L4,L4,L4,L4
aframevr/aframe,1229,RA,RS,RA,RA,RA,RA,UPF,UPF,UPF,UPF,UPF,UPF,L3,L3,L3,L3,L3,L3
aframevr/aframe,1236,VF,VF,VF,VF,IC,VF,ICFM,ICFM,ICFM,ICFM,TDI,ICFM,L3,L3,L3,L3,L3,L3
aframevr/aframe,1267,AF,IC,AF,AF,AF,AF,IAC,IAC,IAC,IAC,RLM,IAC,L3,L3,L3,L3,L3,L3
aframevr/aframe,1324,AF,AF,AF,AF,AF,AF,RLM,RLM,RLM,RLM,RLM,RLM,L4,L4,L4,L4,L4,L4
aframevr/aframe,1341,SD,SD,SD,SD,SD,SD,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L5,L4,L4,L4,L4,L4
aframevr/aframe,1353,AF,AF,AF,AF,AF,AF,IAC,IAC,IAC,IAC,IAC,IAC,L3,L3,L4,L3,L3,L3
aframevr/aframe,1415,IC,IC,IC,IC,IC,IC,ICFM,ICFM,ICFM,ICFM,IAC,ICFM,L4,L4,L4,L4,L5,L4
aframevr/aframe,1471,RS,RS,RS,RS,RS,RS,ICFM,ICFM,IIV,ICFM,ICFM,ICFM,L3,L3,L3,L3,L3,L3
aframevr/aframe,1511,AF,AF,AF,AF,AF,AF,RLM,RLM,RLM,RLM,RLM,RLM,L4,L4,L4,L4,L4,L4
aframevr/aframe,1572,AF,AF,AF,AF,AF,AF,IAC,IAC,IAC,IAC,IAC,IAC,L4,L4,L4,L4,L4,L4
aframevr/aframe,1609,AF,AF,AF,AF,AF,AF,GCE,RLM,RLM,RLM,RLM,RLM,L4,L4,L4,L4,L4,L4
aframevr/aframe,1620,AF,AF,SD,AF,AF,AF,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L3,L3,L3,L3,L3,L3
aframevr/aframe,1624,SD,SD,SD,SD,SD,SD,IIV,IIV,IIV,IIV,ICFM,IIV,L4,L4,L4,L4,L4,L4
aframevr/aframe,1630,AF,AF,AF,AF,AF,AF,ICFM,ICFM,TDI,ICFM,ICFM,ICFM,L3,L3,L3,L3,L3,L3
aframevr/aframe,1660,IC,VF,VF,VF,VF,VF,IAC,IAC,IAC,TDI,IAC,IAC,L5,L5,L5,L5,L5,L5
aframevr/aframe,1661,IC,IC,RS,IC,IC,IC,IAC,IAC,IAC,IAC,IAC,IAC,L1,L1,L1,L1,L1,L1
aframevr/aframe,1677,AF,AF,AF,AF,AF,AF,GCE,UPF,UPF,UPF,UPF,UPF,L3,L3,L3,L3,L3,L3
aframevr/aframe,1680,IC,IC,IC,IC,IC,IC,UPF,UPF,UPF,UPF,UPF,UPF,L1,L1,L1,L5,L1,L1
aframevr/aframe,1701,RA,RA,RA,RA,RA,RA,TDI,TDI,TDI,UPF,TDI,TDI,L5,L5,L5,L5,L5,L5
aframevr/aframe,1705,IC,IC,IC,IC,IC,IC,RLM,RLM,RLM,RLM,RLM,RLM,L1,L1,L1,L1,L1,L1
aframevr/aframe,1714,VF,VF,IC,AF,VF,VF,GCE,GCE,GCE,GCE,GCE,GCE,L5,L5,L5,L5,L5,L5
aframevr/aframe,1715,SD,SD,SD,SD,SD,SD,ICFM,ICFM,ICFM,GCE,IAC,ICFM,L5,L5,L5,L2,L5,L5
aframevr/aframe,1724,SD,SD,SD,SD,SD,SD,ICFM,UPF,ICFM,ICFM,ICFM,ICFM,L5,L5,L5,L5,L5,L5
aframevr/aframe,1733,RA,RA,RA,RA,RA,RA,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L5,L5,L5,L5,L5,L5
aframevr/aframe,1735,AF,AF,AF,AF,AF,AF,GCE,GCE,GCE,GCE,GCE,GCE,L5,L5,L3,L5,L5,L5
aframevr/aframe,1754,RS,RS,RS,RS,RS,RS,UPF,UPF,UPF,UPF,UPF,UPF,L5,L5,L2,L4,L5,L5
aframevr/aframe,1780,SD,SD,SD,SD,SD,SD,RLM,RLM,RLM,RLM,RLM,RLM,L5,L5,L5,L5,L5,L5
aframevr/aframe,1791,SD,SD,SD,SD,SD,SD,GCE,UPF,GCE,GCE,GCE,GCE,L4,L4,L4,L4,L4,L4
aframevr/aframe,1798,VF,VF,VF,VF,VF,VF,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L1,L1,L1,L1,L1,L1
aframevr/aframe,1802,VF,VF,VF,VF,VF,VF,GCE,UPF,UPF,UPF,UPF,UPF,L1,L1,L1,L2,L1,L1
aframevr/aframe,1803,VF,VF,VF,VF,VF,VF,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L5,L5,L5,L5,L5,L5
aframevr/aframe,1841,IC,IC,VF,IC,IC,IC,IAC,IAC,IAC,IAC,IAC,IAC,L1,L1,L1,L1,L1,L1
aframevr/aframe,1856,VF,VF,VF,SD,VF,VF,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L5,L5,L5,L5,L2,L5
aframevr/aframe,1865,AF,AF,AF,AF,AF,AF,IIV,IIV,IIV,IIV,IIV,IIV,L3,L3,L3,L3,L3,L3
aframevr/aframe,1874,AF,AF,AF,AF,AF,AF,ICFM,UPF,UPF,UPF,UPF,UPF,L3,L3,L3,L3,L3,L3
aframevr/aframe,1882,IC,IC,IC,IC,IC,IC,GCE,IIV,IIV,IIV,IIV,IIV,L1,L1,L1,L1,L1,L1
aframevr/aframe,1896,VF,VF,VF,VF,VF,VF,TDI,TDI,TDI,TDI,TDI,TDI,L1,L1,L1,L2,L1,L1
aframevr/aframe,1935,IC,IC,VF,IC,IC,IC,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L1,L1,L1,L4,L1,L1
aframevr/aframe,1962,RS,RS,RS,RS,RS,RS,TDI,TDI,TDI,IAC,TDI,TDI,L3,L5,L5,L5,L5,L5
aframevr/aframe,2010,AF,SD,SD,SD,SD,SD,GCE,GCE,GCE,GCE,GCE,GCE,L1,L1,L1,L1,L1,L1
aframevr/aframe,2088,IC,SD,RA,RA,RA,RA,IIV,IIV,IIV,IIV,IIV,IIV,L4,L4,L4,L4,L4,L4
aframevr/aframe,2142,IC,IC,IC,SD,IC,IC,RLM,RLM,RLM,RLM,RLM,RLM,L4,L4,L4,L4,L4,L4
aframevr/aframe,2160,IC,IC,IC,IC,IC,IC,ICFM,TDI,ICFM,ICFM,ICFM,ICFM,L4,L4,L4,L4,L4,L4
aframevr/aframe,2239,RS,RS,RS,RS,RS,RS,RLM,RLM,RLM,RLM,RLM,RLM,L4,L4,L4,L4,L4,L4
aframevr/aframe,2253,AF,AF,AF,AF,AF,AF,IAC,IIV,IIV,ICFM,IIV,IIV,L4,L3,L4,L2,L4,L4
aframevr/aframe,2259,SD,SD,SD,SD,SD,SD,IIV,IIV,IIV,UPF,IIV,IIV,L3,L3,L4,L3,L3,L3
aframevr/aframe,2266,AF,AF,AF,AF,AF,AF,IIV,IIV,IIV,IIV,IIV,IIV,L3,L3,L4,L3,L3,L3
aframevr/aframe,2267,AF,AF,AF,AF,AF,AF,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L1,L4,L1,L1,L1,L1
aframevr/aframe,2329,IC,IC,IC,VF,IC,IC,ICFM,IIV,ICFM,ICFM,ICFM,ICFM,L1,L1,L1,L1,L1,L1
aframevr/aframe,2389,RS,AF,AF,AF,IC,AF,IIV,ICFM,IIV,IIV,ICFM,IIV,L4,L4,L4,L4,L4,L4
aframevr/aframe,2426,IC,IC,VF,IC,IC,IC,TDI,IIV,IIV,IIV,IIV,IIV,L5,L5,L5,L5,L5,L5
aframevr/aframe,2428,VF,VF,VF,VF,VF,VF,RLM,RLM,RLM,RLM,IIV,RLM,L5,L3,L5,L5,L5,L5
aframevr/aframe,2445,SD,SD,SD,SD,SD,SD,ICFM,ICFM,UPF,ICFM,IIV,ICFM,L2,L2,L2,L3,L2,L2
aframevr/aframe,2448,VF,VF,VF,VF,VF,VF,ICFM,ICFM,ICFM,ICFM,UPF,ICFM,L5,L5,L5,L5,L4,L5
aframevr/aframe,2475,SD,SD,SD,SD,SD,SD,IIV,IIV,IIV,IIV,IIV,IIV,L4,L4,L4,L4,L4,L4
aframevr/aframe,2493,IC,AF,IC,IC,IC,IC,UPF,UPF,UPF,UPF,UPF,UPF,L1,L1,L1,L1,L1,L1
aframevr/aframe,2503,AF,AF,AF,AF,AF,AF,IIV,IIV,IIV,IIV,IIV,IIV,L3,L3,L3,L3,L3,L3
aframevr/aframe,2597,AF,AF,AF,AF,AF,AF,UPF,UPF,UPF,RLM,UPF,UPF,L1,L2,L5,L5,L5,L5
aframevr/aframe,2614,RA,RA,RA,RA,RA,RA,RLM,RLM,RLM,RLM,RLM,RLM,L4,L3,L3,L3,L3,L3
aframevr/aframe,2633,IC,IC,IC,IC,IC,IC,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L1,L1,L1,L1,L2,L1
aframevr/aframe,2645,AF,AF,AF,AF,AF,AF,IAC,IAC,IAC,GCE,IAC,IAC,L3,L3,L3,L3,L3,L3
aframevr/aframe,2654,AF,SD,AF,AF,AF,AF,IAC,IAC,IAC,IAC,IAC,IAC,L5,L5,L5,L5,L5,L5
aframevr/aframe,2656,AF,AF,AF,AF,AF,AF,IAC,RLM,IAC,IAC,IAC,IAC,L5,L5,L5,L5,L5,L5
aframevr/aframe,2660,VF,VF,VF,AF,VF,VF,GCE,GCE,GCE,GCE,GCE,GCE,L4,L5,L5,L5,L5,L5
aframevr/aframe,2692,RA,RA,RA,RA,RA,RA,GCE,GCE,GCE,GCE,GCE,GCE,L1,L1,L1,L1,L1,L1
aframevr/aframe,2772,IC,IC,IC,IC,IC,IC,ICFM,ICFM,ICFM,UPF,ICFM,ICFM,L1,L1,L1,L1,L1,L1
aframevr/aframe,2784,IC,IC,IC,IC,IC,IC,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L3,L2,L3,L3,L3,L3
aframevr/aframe,2798,AF,AF,AF,AF,AF,AF,RLM,IIV,IIV,IIV,IIV,IIV,L3,L3,L3,L3,L3,L3
